Top End Customer Parent Name,Sold To Name,Ship To Name,Product Family,Prod Sub Family,Stwd BizOps PlatformName,Density,OPN,Customer PO (Backlog),Sales Document Type,Sales Document,Sales Document Line Item,Sales Document Schedule Line,Sales Document Created Date,Week,RDD Date,RDD Week,RDD Month,RDD Quarter,First SSD,SSD Date,SSD Week,SSD Month,SSD Quarter,SDD Date,SDD Week,SDD Month,SDD Quarter,TMAD Date,TMAD Week,TMAD Month,TMAD Quarter,CMAD Date,Today CMAD Date,CMAD Week,CMAD Month,CMAD Quarter,Delivery Block Name,Delivery Block Reason,Delivery,Today Delivery,Scheduled Quantity,Today Scheduled Quantity,Unscheduled Quantity,Total Backlog Quantity,Delivery Quantity,Open Delivery Quantity,Staged Delivery Quantity,Unit Price Amount,Total Backlog Amount,Route,Plant,Ship To City,Ship To Country
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690640.0,,0,,0,0,67.0,0.0,67.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690661.0,,0,,0,0,73.0,0.0,73.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690668.0,,0,,0,0,141.0,0.0,141.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690715.0,,0,,0,0,202.0,0.0,202.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690764.0,,0,,0,0,235.0,0.0,235.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806690835.0,,0,,0,0,84.0,0.0,84.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691392.0,,0,,0,0,136.0,0.0,136.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691450.0,,0,,0,0,373.0,0.0,373.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691471.0,,0,,0,0,62.0,0.0,62.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691476.0,,0,,0,0,319.0,0.0,319.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691480.0,,0,,0,0,70.0,0.0,70.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691485.0,,0,,0,0,80.0,80.0,,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634060,ZOR,3000172288,5,3,2024-06-04,2024W37,2024-09-09,2024W37,2024M09,2024Q3,,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,806691495.0,,4257,,0,4257,132.0,132.0,,$1200.00,$5108400,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811633825,ZOR,3000169545,30,1,2024-05-28,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-29,2024W35,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811633825,ZOR,3000169545,30,3,2024-05-28,2024W38,2024-09-09,2024W37,2024M09,2024Q3,2024-09-30,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-08-29,2024W35,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,1934,,0,1934,,,,$1200.00,$2320800,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634058,ZOR,3000172284,15,1,2024-06-04,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634058,ZOR,3000172284,15,2,2024-06-04,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-09-23,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,9041,,0,9041,,,,$1200.00,$10849200,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634367,ZOR,3000177489,5,1,2024-06-14,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-31,2024W35,2024M09,2024Q3,,09/16/2024,,,,,,,806694488.0,0,128.0,0,0,,,,$1200.00,$0,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634367,ZOR,3000177489,10,1,2024-06-14,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-29,2024W35,2024M09,2024Q3,,09/16/2024,,,,,,,806694488.0,0,128.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634367,ZOR,3000177489,10,2,2024-06-14,2024W37,2024-09-09,2024W37,2024M09,2024Q3,2024-10-14,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,09/16/2024,2024W37,2024M09,2024Q3,,,,806694488.0,6822,128.0,0,6822,,,,$1200.00,$8186400,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634538,ZOR,3000177842,5,1,2024-06-17,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634538,ZOR,3000177842,5,2,2024-06-17,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-12-09,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,8922,,0,8922,,,,$1200.00,$10706400,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634538,ZOR,3000177842,10,1,2024-06-17,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-29,2024W35,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634538,ZOR,3000177842,10,2,2024-06-17,2024W37,2024-09-09,2024W37,2024M09,2024Q3,2024-09-18,2024-09-17,2024W38,2024M09,2024Q3,2024-09-26,2024W39,2024M09,2024Q3,2024-08-29,2024W35,2024M09,2024Q3,2024-09-13,,2024W37,2024M09,2024Q3,,,,,1200,,0,1200,,,,$1200.00,$1440000,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634759,ZOR,3000183277,10,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634759,ZOR,3000183277,10,2,2024-06-25,2024W38,2024-09-23,2024W39,2024M09,2024Q3,2024-10-07,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,5735,,0,5735,0.0,0.0,0.0,$1200.00,$6882000,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634759,ZOR,3000183277,10,3,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-10-14,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,426,,0,426,,,,$1200.00,$511200,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634759,ZOR,3000183277,15,1,2024-06-25,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634759,ZOR,3000183277,15,2,2024-06-25,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-09-23,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,2694,,0,2694,,,,$1200.00,$3232800,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,5,1,2024-06-25,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-31,2024W35,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,5,2,2024-06-25,2024W37,2024-09-09,2024W37,2024M09,2024Q3,2024-12-02,2024-09-16,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-08-31,2024W35,2024M09,2024Q3,2024-09-13,09/16/2024,2024W37,2024M09,2024Q3,,,,806694489.0,816,126.0,0,816,,,,$1200.00,$979200,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,10,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,10,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-11-11,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694489.0,3672,126.0,0,3672,,,,$1200.00,$4406400,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,15,1,2024-06-25,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-31,2024W35,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,15,2,2024-06-25,2024W37,2024-09-09,2024W37,2024M09,2024Q3,2024-10-14,2024-09-16,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-08-31,2024W35,2024M09,2024Q3,2024-09-13,09/16/2024,2024W37,2024M09,2024Q3,,,,806694489.0,126,,0,126,,,,$1200.00,$151200,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,20,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,20,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-09-23,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694489.0,534,126.0,0,534,,,,$1200.00,$640800,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,25,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,25,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-09-23,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694489.0,5700,126.0,0,5700,,,,$1200.00,$6840000,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,30,1,2024-06-25,2024W38,2024-09-30,2024W40,2024M10,2024Q4,,,,,,,,,,2024-09-19,2024W38,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,30,2,2024-06-25,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2024-09-23,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-19,2024W38,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694489.0,1596,126.0,0,1596,,,,$1200.00,$1915200,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,35,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,09/16/2024,,,,,,,806694489.0,0,126.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634760,ZOR,3000183278,35,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-09-23,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694489.0,3660,126.0,0,3660,,,,$1200.00,$4392000,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634761,ZOR,3000183280,5,1,2024-06-25,2024W38,2024-09-30,2024W40,2024M10,2024Q4,,,,,,,,,,2024-09-19,2024W38,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634761,ZOR,3000183280,5,2,2024-06-25,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2024-12-30,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-19,2024W38,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,16098,,0,16098,,,,$1200.00,$19317600,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634762,ZOR,3000183281,5,1,2024-06-25,2024W39,2024-10-07,2024W41,2024M10,2024Q4,,,,,,,,,,2024-09-26,2024W39,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634762,ZOR,3000183281,5,2,2024-06-25,2024W41,2024-10-07,2024W41,2024M10,2024Q4,2025-01-20,2024-10-14,2024W42,2024M10,2024Q4,2024-10-23,2024W43,2024M10,2024Q4,2024-09-26,2024W39,2024M09,2024Q3,2024-10-11,,2024W41,2024M10,2024Q4,,,,,16098,,0,16098,,,,$1200.00,$19317600,PENNA2,5PEN,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634973,ZOR,3000186962,10,1,2024-07-02,2024W39,2024-10-07,2024W41,2024M10,2024Q4,2025-03-03,2024-09-30,2024W40,2024M10,2024Q4,2024-10-07,2024W41,2024M10,2024Q4,2024-09-27,2024W39,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,6,,0,6,,,,$1200.00,$7200,SUZNA3,5SUZ,Fremont,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH, INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634974,ZOR,3000186964,10,1,2024-07-02,2024W40,2024-10-14,2024W42,2024M10,2024Q4,,,,,,,,,,2024-10-03,2024W40,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN,Fremont,US
