Top End Customer Parent Name,Sold To Name,Ship To Name,Product Family,Prod Sub Family,Stwd BizOps PlatformName,Density,OPN,Customer PO (Backlog),Sales Document Type,Sales Document,Sales Document Line Item,Sales Document Schedule Line,Sales Document Created Date,Week,RDD Date,RDD Week,RDD Month,RDD Quarter,First SSD,SSD Date,SSD Week,SSD Month,SSD Quarter,SDD Date,SDD Week,SDD Month,SDD Quarter,TMAD Date,TMAD Week,TMAD Month,TMAD Quarter,CMAD Date,Today CMAD Date,CMAD Week,CMAD Month,CMAD Quarter,Delivery Block Name,Delivery Block Reason,Delivery,Today Delivery,Scheduled Quantity,Today Scheduled Quantity,Unscheduled Quantity,Total Backlog Quantity,Delivery Quantity,Open Delivery Quantity,Staged Delivery Quantity,Unit Price Amount,Total Backlog Amount,Route,Plant,Ship To City,Ship To Country
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634540,ZOR,3000177845,10,2,2024-06-17,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-09-09,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,,2024W38,2024M09,2024Q3,,,,,996,,0,996,,,,$1200.00,$1195200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,5,1,2024-06-25,2024W35,2024-09-09,2024W37,2024M09,2024Q3,,,,,,,,,,2024-08-31,2024W35,2024M09,2024Q3,,09/16/2024,,,,,,,806694490.0,0,408.0,0,0,0.0,0.0,0.0,$1200.00,$0,SUZNA3,5SUZ, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,5,2,2024-06-25,2024W37,2024-09-09,2024W37,2024M09,2024Q3,2024-11-25,2024-09-16,2024W38,2024M09,2024Q3,2024-09-23,2024W39,2024M09,2024Q3,2024-08-31,2024W35,2024M09,2024Q3,2024-09-13,09/16/2024,2024W37,2024M09,2024Q3,,,,806694490.0,130,408.0,0,130,0.0,0.0,0.0,$1200.00,$156000,SUZNA3,5SUZ, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,5,3,2024-06-25,2024W38,2024-09-09,2024W37,2024M09,2024Q3,2024-11-25,2024-09-23,2024W39,2024M09,2024Q3,2024-09-30,2024W40,2024M10,2024Q4,2024-08-31,2024W35,2024M09,2024Q3,2024-09-20,09/16/2024,2024W38,2024M09,2024Q3,,,,806694490.0,278,408.0,0,278,,,,$1200.00,$333600,SUZNA3,5SUZ, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,10,1,2024-06-25,2024W36,2024-09-16,2024W38,2024M09,2024Q3,,,,,,,,,,2024-09-05,2024W36,2024M09,2024Q3,,09/16/2024,,,,,,,806694490.0,0,408.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,10,2,2024-06-25,2024W38,2024-09-16,2024W38,2024M09,2024Q3,2024-10-14,2024-09-23,2024W39,2024M09,2024Q3,2024-10-02,2024W40,2024M10,2024Q4,2024-09-05,2024W36,2024M09,2024Q3,2024-09-20,09/16/2024,2024W38,2024M09,2024Q3,,,,806694490.0,1932,408.0,0,1932,,,,$1200.00,$2318400,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,15,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,09/16/2024,,,,,,,806694490.0,0,408.0,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634785,ZOR,3000183284,15,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-09-14,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,09/16/2024,2024W39,2024M09,2024Q3,,,,806694490.0,6264,408.0,0,6264,,,,$1200.00,$7516800,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634786,ZOR,3000183287,5,1,2024-06-25,2024W38,2024-09-30,2024W40,2024M10,2024Q4,,,,,,,,,,2024-09-19,2024W38,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634786,ZOR,3000183287,5,2,2024-06-25,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2024-12-16,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-19,2024W38,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,13968,,0,13968,,,,$1200.00,$16761600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634786,ZOR,3000183287,10,1,2024-06-25,2024W37,2024-09-23,2024W39,2024M09,2024Q3,,,,,,,,,,2024-09-12,2024W37,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634786,ZOR,3000183287,10,2,2024-06-25,2024W39,2024-09-23,2024W39,2024M09,2024Q3,2024-10-28,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-12,2024W37,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,2130,,0,2130,,,,$1200.00,$2556000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634787,ZOR,3000183292,5,1,2024-06-25,2024W38,2024-09-30,2024W40,2024M10,2024Q4,,,,,,,,,,2024-09-19,2024W38,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634787,ZOR,3000183292,5,2,2024-06-25,2024W39,2024-09-30,2024W40,2024M10,2024Q4,2025-01-06,2024-09-30,2024W40,2024M10,2024Q4,2024-10-09,2024W41,2024M10,2024Q4,2024-09-19,2024W38,2024M09,2024Q3,2024-09-27,,2024W39,2024M09,2024Q3,,,,,16098,,0,16098,,,,$1200.00,$19317600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634788,ZOR,3000183294,5,1,2024-06-25,2024W40,2024-10-14,2024W42,2024M10,2024Q4,,,,,,,,,,2024-10-03,2024W40,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634788,ZOR,3000183294,5,2,2024-06-25,2024W41,2024-10-14,2024W42,2024M10,2024Q4,2025-02-10,2024-10-14,2024W42,2024M10,2024Q4,2024-10-23,2024W43,2024M10,2024Q4,2024-10-03,2024W40,2024M10,2024Q4,2024-10-11,,2024W41,2024M10,2024Q4,,,,,8904,,0,8904,,,,$1200.00,$10684800,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634788,ZOR,3000183294,10,1,2024-06-25,2024W39,2024-10-07,2024W41,2024M10,2024Q4,,,,,,,,,,2024-09-26,2024W39,2024M09,2024Q3,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634788,ZOR,3000183294,10,2,2024-06-25,2024W41,2024-10-07,2024W41,2024M10,2024Q4,2024-11-18,2024-10-14,2024W42,2024M10,2024Q4,2024-10-23,2024W43,2024M10,2024Q4,2024-09-26,2024W39,2024M09,2024Q3,2024-10-11,,2024W41,2024M10,2024Q4,,,,,7200,,0,7200,,,,$1200.00,$8640000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634972,ZOR,3000186965,10,1,2024-07-02,2024W41,2024-10-21,2024W43,2024M10,2024Q4,,,,,,,,,,2024-10-10,2024W41,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634972,ZOR,3000186965,10,2,2024-07-02,2024W42,2024-10-21,2024W43,2024M10,2024Q4,2025-04-28,2024-10-21,2024W43,2024M10,2024Q4,2024-10-30,2024W44,2024M11,2024Q4,2024-10-10,2024W41,2024M10,2024Q4,2024-10-18,,2024W42,2024M10,2024Q4,,,,,5946,,0,5946,,,,$1200.00,$7135200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634972,ZOR,3000186965,15,1,2024-07-02,2024W40,2024-10-14,2024W42,2024M10,2024Q4,,,,,,,,,,2024-10-03,2024W40,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634972,ZOR,3000186965,15,2,2024-07-02,2024W41,2024-10-14,2024W42,2024M10,2024Q4,2024-10-05,2024-10-14,2024W42,2024M10,2024Q4,2024-10-23,2024W43,2024M10,2024Q4,2024-10-03,2024W40,2024M10,2024Q4,2024-10-11,,2024W41,2024M10,2024Q4,,,,,3955,,0,3955,0.0,0.0,0.0,$1200.00,$4746000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811634972,ZOR,3000186965,15,3,2024-07-02,2024W42,2024-10-14,2024W42,2024M10,2024Q4,2024-10-05,2024-10-21,2024W43,2024M10,2024Q4,2024-10-30,2024W44,2024M11,2024Q4,2024-10-03,2024W40,2024M10,2024Q4,2024-10-18,,2024W42,2024M10,2024Q4,,,,,6197,,0,6197,,,,$1200.00,$7436400,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,10,1,2024-07-08,2024W42,2024-10-28,2024W44,2024M11,2024Q4,,,,,,,,,,2024-10-17,2024W42,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,10,2,2024-07-08,2024W44,2024-10-28,2024W44,2024M11,2024Q4,2025-07-21,2024-11-04,2024W45,2024M11,2024Q4,2024-11-13,2024W46,2024M11,2024Q4,2024-10-17,2024W42,2024M10,2024Q4,2024-11-01,,2024W44,2024M11,2024Q4,,,,,2995,,0,2995,0.0,0.0,0.0,$1200.00,$3594000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,10,3,2024-07-08,2024W45,2024-10-28,2024W44,2024M11,2024Q4,2025-07-21,2024-11-11,2024W46,2024M11,2024Q4,2024-11-20,2024W47,2024M11,2024Q4,2024-10-17,2024W42,2024M10,2024Q4,2024-11-08,,2024W45,2024M11,2024Q4,,,,,593,,0,593,,,,$1200.00,$711600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,15,1,2024-07-08,2024W41,2024-10-21,2024W43,2024M10,2024Q4,,,,,,,,,,2024-10-10,2024W41,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,15,2,2024-07-08,2024W43,2024-10-21,2024W43,2024M10,2024Q4,2024-11-25,2024-10-28,2024W44,2024M11,2024Q4,2024-11-06,2024W45,2024M11,2024Q4,2024-10-10,2024W41,2024M10,2024Q4,2024-10-25,,2024W43,2024M10,2024Q4,,,,,10225,,0,10225,0.0,0.0,0.0,$1200.00,$12270000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635208,ZOR,3000188631,15,3,2024-07-08,2024W44,2024-10-21,2024W43,2024M10,2024Q4,2024-11-25,2024-11-04,2024W45,2024M11,2024Q4,2024-11-13,2024W46,2024M11,2024Q4,2024-10-10,2024W41,2024M10,2024Q4,2024-11-01,,2024W44,2024M11,2024Q4,,,,,2285,,0,2285,,,,$1200.00,$2742000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635276,ZOR,3000188658,10,1,2024-07-08,2024W43,2024-11-04,2024W45,2024M11,2024Q4,,,,,,,,,,2024-10-24,2024W43,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635276,ZOR,3000188658,10,2,2024-07-08,2024W46,2024-11-04,2024W45,2024M11,2024Q4,2025-07-21,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-10-24,2024W43,2024M10,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,7098,,0,7098,,,,$1200.00,$8517600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635276,ZOR,3000188658,15,1,2024-07-08,2024W42,2024-10-28,2024W44,2024M11,2024Q4,,,,,,,,,,2024-10-17,2024W42,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635276,ZOR,3000188658,15,2,2024-07-08,2024W45,2024-10-28,2024W44,2024M11,2024Q4,2024-11-25,2024-11-11,2024W46,2024M11,2024Q4,2024-11-20,2024W47,2024M11,2024Q4,2024-10-17,2024W42,2024M10,2024Q4,2024-11-08,,2024W45,2024M11,2024Q4,,,,,6720,,0,6720,,,,$1200.00,$8064000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,10,1,2024-07-08,2024W43,2024-11-04,2024W45,2024M11,2024Q4,,,,,,,,,,2024-10-24,2024W43,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,10,2,2024-07-08,2024W46,2024-11-04,2024W45,2024M11,2024Q4,2025-07-28,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-10-24,2024W43,2024M10,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,2490,,0,2490,,,,$1200.00,$2988000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,15,1,2024-07-08,2024W44,2024-11-11,2024W46,2024M11,2024Q4,,,,,,,,,,2024-10-30,2024W44,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,15,2,2024-07-08,2024W46,2024-11-11,2024W46,2024M11,2024Q4,2024-12-23,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-10-30,2024W44,2024M11,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,5748,,0,5748,,,,$1200.00,$6897600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,20,1,2024-07-08,2024W43,2024-11-04,2024W45,2024M11,2024Q4,,,,,,,,,,2024-10-24,2024W43,2024M10,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635277,ZOR,3000188659,20,2,2024-07-08,2024W46,2024-11-04,2024W45,2024M11,2024Q4,2024-12-02,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-10-24,2024W43,2024M10,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,366,,0,366,,,,$1200.00,$439200,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635278,ZOR,3000188660,10,1,2024-07-08,2024W44,2024-11-11,2024W46,2024M11,2024Q4,,,,,,,,,,2024-10-30,2024W44,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635278,ZOR,3000188660,10,2,2024-07-08,2024W46,2024-11-11,2024W46,2024M11,2024Q4,2025-07-28,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-10-30,2024W44,2024M11,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,2472,,0,2472,,,,$1200.00,$2966400,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635278,ZOR,3000188660,15,1,2024-07-08,2024W45,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,2024-11-07,2024W45,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635278,ZOR,3000188660,15,2,2024-07-08,2024W46,2024-11-18,2024W47,2024M11,2024Q4,2024-12-30,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-11-07,2024W45,2024M11,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,4608,,0,4608,,,,$1200.00,$5529600,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635279,ZOR,3000188661,10,1,2024-07-08,2024W45,2024-11-18,2024W47,2024M11,2024Q4,,,,,,,,,,2024-11-07,2024W45,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635279,ZOR,3000188661,10,2,2024-07-08,2024W46,2024-11-18,2024W47,2024M11,2024Q4,2025-07-28,2024-11-18,2024W47,2024M11,2024Q4,2024-11-27,2024W48,2024M12,2024Q4,2024-11-07,2024W45,2024M11,2024Q4,2024-11-15,,2024W46,2024M11,2024Q4,,,,,517,,0,517,0.0,0.0,0.0,$1200.00,$620400,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635279,ZOR,3000188661,10,3,2024-07-08,2024W47,2024-11-18,2024W47,2024M11,2024Q4,2025-07-28,2024-11-25,2024W48,2024M12,2024Q4,2024-12-04,2024W49,2024M12,2024Q4,2024-11-07,2024W45,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,2879,,0,2879,,,,$1200.00,$3454800,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635279,ZOR,3000188661,15,1,2024-07-08,2024W48,2024-12-09,2024W50,2024M12,2024Q4,,,,,,,,,,2024-11-28,2024W48,2024M12,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635279,ZOR,3000188661,15,2,2024-07-08,2024W48,2024-12-09,2024W50,2024M12,2024Q4,2024-12-30,2024-12-02,2024W49,2024M12,2024Q4,2024-12-11,2024W50,2024M12,2024Q4,2024-11-28,2024W48,2024M12,2024Q4,2024-11-29,,2024W48,2024M12,2024Q4,,,,,6540,,0,6540,,,,$1200.00,$7848000,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635280,ZOR,3000188663,10,1,2024-07-08,2024W46,2024-11-25,2024W48,2024M12,2024Q4,,,,,,,,,,2024-11-14,2024W46,2024M11,2024Q4,,,,,,,,,,0,,0,0,0.0,0.0,0.0,$1200.00,$0,PENNA2,5PEN, LAVERGNE,US
"META PLATFORMS TECHNOLOGIES, LLC",QUANTA COMPUTER INC.,"QCH INC., A NEVADA CORPORATION C/O",STONES,STONES_DENSE,BERGAMO,88.0,100-000001199,7811635280,ZOR,3000188663,10,2,2024-07-08,2024W47,2024-11-25,2024W48,2024M12,2024Q4,2025-07-28,2024-11-25,2024W48,2024M12,2024Q4,2024-12-04,2024W49,2024M12,2024Q4,2024-11-14,2024W46,2024M11,2024Q4,2024-11-22,,2024W47,2024M11,2024Q4,,,,,9936,,0,9936,,,,$1200.00,$11923200,PENNA2,5PEN, LAVERGNE,US
